	Desulfobulbus_elongatus	KV	AUS-1_2	Desulfomonile_tiedjei	AW-3_4	AR-3	AX-1_4	BRK-cMAG	AW-2	Desulfobulbus_alkaliphilus	AR-4	MAN-1_4	Desulfobulbus_oligotrophicus	GM-3_4	GS	US4	LOE-2	AU-1_5	MAR-mqMAG	AUS-4	ENR-cMAG	AW-1	AUS-3	Desulfovibrio_vulgaris	LOE-1_4_5	SY2	MCF	AX-5	TB	US1	Desulfobulbus_oralis	EH-2	MAR-scMAG	AR-5	F5	A5	UQ	ATG-1	AX-2	Desulfococcus_multivorans	SY1	Desulfobulbus_propionicus	MAR-hqMAG	AS-4_5	AW-5
AR-4	0.07074985686670857	0.14064710789961118	0.10012167003023169	0.005547323932586509	0.21400729589300363	0.13641693340895295	0.22304448685031894	0.1576208580887949	0.19588120825503416	0.06976664022134359	1.0	0.14924722391432793	0.06525100704975222	0.24254885517603914	0.14997891375970088	0.2693763158702639	0.13406055278804263	0.22761721175809693	0.28746739442472263	0.09160611441722533	0.15310441701527636	0.21578737313919988	0.1462154372823041	0.005898761270905136	0.1787512636932644	0.24725730760758158	0.28499494522694235	0.22381926479847425	0.16967098463316674	0.10080407785804732	0.04476746158830287	0.11045365847615693	0.27530523881311664	0.1894758924757939	0.10435696123309532	0.161796364549048	0.10571127416367339	0.14411246856588253	0.18163062616169565	0.013208119306647795	0.1325950186921576	0.07712878118299464	0.20119558713195354	0.18750488107414331	0.2091041390970134
MAN-1_4	0.07647811064957619	0.15301669044373153	0.15571060683186155	0.008706916934271959	0.3536117196240931	0.1103357125328861	0.36121515465543624	0.16256441643596142	0.33058737295480717	0.07984934544550562	0.17542450779236113	1.0	0.07220879707674878	0.3046733050482777	0.15727160660118294	0.3188893129905319	0.2059086352817942	0.3721997427021901	0.3598845135321307	0.13897665091162834	0.1599818400600724	0.3571438855296697	0.2545571818947063	0.0065863376206703374	0.30402414158610247	0.4252887721596219	0.35934445048424907	0.2880462099443908	0.2616224735335513	0.13721056795884004	0.04807840896402278	0.17501978044901378	0.3476255942533196	0.227798465619452	0.1093813238647398	0.21103699463872247	0.10623148932303673	0.18550941734939744	0.30571311838098825	0.01847060415714171	0.1354179297732471	0.08550752968827036	0.3205437359885153	0.31202750482233427	0.3518961875964027
Desulfobulbus_oligotrophicus	0.44262788151689936	0.07755321384959181	0.03623422475477207	0.01251284650091618	0.08709476301187745	0.03945922839756906	0.09085554794759014	0.09635617141390813	0.07814702199733592	0.28447987951045967	0.06094657274053098	0.05927314272156265	1.0	0.07210578166686654	0.08719598763641147	0.08512636314753134	0.047378926967400516	0.09330395884993353	0.09743385905663808	0.031478601630167774	0.08854478963975639	0.08797451460535936	0.06059583264023479	0.01817014247527089	0.06678826516467376	0.09740935882904386	0.09696770998951648	0.06815866605287149	0.06516157900098388	0.036507273343881326	0.1380313809230912	0.043901828877515627	0.09217436940927372	0.04712586540606548	0.06218061051988193	0.060155150914954554	0.05941240717315085	0.046472418546414394	0.07154678963201948	0.03302791865408644	0.08590360063081638	0.4287794502406825	0.08535041128145217	0.07472343756245946	0.08374500163119937
GM-3_4	0.07118260655910273	0.140872431931547	0.13657995330662512	0.006971278372184641	0.30911341449028434	0.1098422688124745	0.32661378267870694	0.15498742053419196	0.2816268970252085	0.06844445703625783	0.2029584031344497	0.21158976555861694	0.06463532493757894	1.0	0.14265097129693424	0.37658116472591274	0.20630812400732615	0.3433609216165316	0.513678902082884	0.13784315099926217	0.1417807521594892	0.3059781343703343	0.20647689229920788	0.00669577817935893	0.25500620241790495	0.33936812272263556	0.5060748036755829	0.40171982460798006	0.23851502465213825	0.15080558161436763	0.04781051839220237	0.15429183139485894	0.42651923824196686	0.29256117728461833	0.0970244269510506	0.23894463887126985	0.09976965936892382	0.19879659171091238	0.26329758588071284	0.01363237478968076	0.1309275588362657	0.07575376046772508	0.2907230439058893	0.26700462659588003	0.3038027086456015
GS	0.1348936769448697	0.4041148530091591	0.09891278653249748	0.013065892745502706	0.213434197937071	0.1300210723856902	0.2217393460646116	0.42727927300450375	0.18732377081671875	0.12466156937687496	0.1606659901975939	0.14283319872733072	0.10905041046082314	0.186060730897924	1.0	0.21742133512984985	0.12582650559317807	0.235497756828072	0.23892885237130404	0.07714498677410048	0.9817360590475687	0.2168363329777225	0.13837436734877098	0.020585125234263316	0.16343425223801333	0.2500268789664576	0.24715146306649005	0.17562951987468792	0.1662217006113924	0.07994727740505209	0.10023700551299368	0.10108192817578156	0.2346166335370584	0.1277896656618579	0.4521056638416903	0.14619442705808716	0.3759641584820063	0.11503654634422526	0.170801442088226	0.02545012766151544	0.45170926696261887	0.14437100141435855	0.20976707429780736	0.17666594386078976	0.2057448224956496
US4	0.09825620981034987	0.1741630460304822	0.15892489026279846	0.008903734330928207	0.36284512268969277	0.13085429359490186	0.37137252271099586	0.20653868357728858	0.3249874800431004	0.09354776444473477	0.24971179088641296	0.25016168545984285	0.08381485882019929	0.41553192603721445	0.18762428006569815	1.0	0.22705670083982282	0.3848646520570098	0.53193721837453	0.16260349193514692	0.19002411011206466	0.36012486413419276	0.24151011571323738	0.009774099372266132	0.2874917538944275	0.4183748831127408	0.5387374234016973	0.40484332546532753	0.278113408741431	0.2687544834980789	0.06465005617061745	0.17164610804413852	0.5312242722977343	0.3509407180776408	0.12735517896623702	0.32541295260894715	0.1276947331439598	0.2438004880870624	0.29366140034026034	0.01645719645945623	0.17432958646773616	0.10222346195786822	0.34742777411938064	0.3041543306104266	0.3536683326595213
LOE-2	0.08339543578889991	0.1517400753178581	0.1865209991468897	0.010079760845217969	0.32617309764209396	0.11642400575742994	0.3257880624175812	0.1809378109558668	0.3061835592443231	0.07539699438309905	0.19296404019412872	0.2469136853939283	0.06701067878338805	0.3346381946425809	0.1607023468340523	0.34637768797171253	1.0	0.33734266786471173	0.4022124088513388	0.15303038690894433	0.16506832689597023	0.3221371477726156	0.2226298509115221	0.011923316597608737	0.27548010521220584	0.35825487131661465	0.4041120342493268	0.34209261853761846	0.24811563406252263	0.15129790583422406	0.05656504575708926	0.18921624571847928	0.3916085032811389	0.28427026420868695	0.11131847416750772	0.23188098756389455	0.11914622253829416	0.19375469317128496	0.28650701722260785	0.019472491096282227	0.15116411940137492	0.08616733453421739	0.30377149987011715	0.2838323531791489	0.31514228204877065
AU-1_5	0.08472084841814242	0.18423679046244262	0.15151428356113375	0.007663115462296621	0.7143376759600862	0.11263419906859096	0.7214040266881198	0.2016611527570336	0.6417148004049992	0.0870511785547337	0.19647547299723003	0.2595629045924467	0.08308099676951727	0.3179143155962211	0.18132860519174196	0.3555433075727109	0.2001820327097151	1.0	0.405118717528671	0.12396355230186841	0.1837790669057804	0.705656779077751	0.47274167233722936	0.005754914340901716	0.58379775404005	0.41391807749432225	0.40312514512422915	0.30239398318769695	0.4259504229215499	0.1322776585576925	0.0550375035768343	0.1717973324671995	0.3986975178647057	0.2299507488340702	0.12226641568807169	0.225920223177775	0.11912074808602867	0.1816420040060544	0.5915740490209137	0.01512295272294071	0.15858842059511294	0.0945568994039861	0.663696932501348	0.5870691148666443	0.6949976043205099
MAR-mqMAG	0.09093877810306861	0.17399522270787002	0.15334680927408087	0.010826080461589846	0.35205556071146216	0.1259064125196221	0.35772146094020246	0.19182023961896802	0.31295680436576806	0.08785458093480282	0.22593971361061743	0.23096093250995434	0.07667712681561667	0.4677718890155532	0.17223091006273608	0.4516945590186154	0.22496623984031358	0.380153542347722	1.0	0.15620717943729592	0.1760019732509359	0.3508714116337436	0.23180239301342118	0.0076872913408726476	0.2858764663522501	0.406677290591474	0.7493341022527121	0.5638003741037614	0.26996762697219634	0.16461682156719598	0.0571659630094856	0.1712522252424255	0.5164014076783084	0.31579558589324097	0.11888439856294129	0.274665016335401	0.11723596974414736	0.22423793356556418	0.28531069520866287	0.016372374685413874	0.15470366743773664	0.0956242564948294	0.3351665476396673	0.29831499457306365	0.3402490584128928
AUS-4	0.06103199688335083	0.11987900348240273	0.2027962474717931	0.008197883394907806	0.2538373345818992	0.09639810189393623	0.25638728416668355	0.13153149074556142	0.23308270676691728	0.06258396744515385	0.16760408389060116	0.21443364392600897	0.056216043197837726	0.29362385523307555	0.12103623025238584	0.32588125360144143	0.20617261740947201	0.26869383885954784	0.349356198291641	1.0	0.1222121219702719	0.2533111419016564	0.1911421717024299	0.0075541412555314765	0.2140496225510695	0.31988067141391746	0.34719304996765404	0.3045086968729064	0.1939121293965384	0.1427062347677147	0.04484551578597897	0.1703966777981239	0.3349329590812716	0.24798448347139437	0.08452401801524886	0.20506622283803314	0.08899407447473064	0.18758550631053947	0.21852404740261364	0.012014269551235083	0.10556576832669537	0.06686340316009481	0.2351628556417188	0.22835054678369193	0.249049179754965
ENR-cMAG	0.12900890487680106	0.38365169042219455	0.08941976199884753	0.012796910062548225	0.20583631404879354	0.12898507957480684	0.2172819891268129	0.417724935527031	0.17980683125866007	0.1196986575803772	0.15704992387816014	0.13621027258528012	0.10256690400071067	0.17076751168205612	0.9233979101125813	0.20743226892094868	0.11963569071082107	0.22408785682218801	0.2391941193708895	0.06811789984727981	1.0	0.20930732018789314	0.12891258258445304	0.020705889240255366	0.15561087563770973	0.2387540320069107	0.23870501995709403	0.17727930707853126	0.1559032461293244	0.07675661398892396	0.0918955512375032	0.09821436168782524	0.22912418530230735	0.12277960948968586	0.4446349334065791	0.13865576965425744	0.36459383135702456	0.11590158516541396	0.1636049451796819	0.026068283996238326	0.43431245113685835	0.1350057333887442	0.20151031992955878	0.16933697247803223	0.1950407293537591
AW-1	0.0874292197073899	0.1854818539376983	0.15012065165740998	0.008272541061481233	0.7734037849062729	0.11721667187610013	0.9562507751548616	0.2030621452515744	0.7050425646556486	0.08883620863618996	0.19815918948481992	0.2746232636899345	0.08568049979923305	0.33071251203791563	0.19290389729452173	0.3663574099502045	0.21416015340185826	0.7838365960294984	0.41454766454862196	0.12409695379237427	0.19445995163328259	1.0	0.5137804490403988	0.006985747166799775	0.6252451404234459	0.43030440865368896	0.4174114290747663	0.3195903470425393	0.444578452742288	0.13297164840713593	0.05616790539236756	0.18298073668361278	0.4095065434117655	0.2492120302266943	0.1311981824625429	0.23173013386721925	0.12200002180007971	0.19672244639316208	0.6409909844886541	0.013675425683380945	0.1643372495899965	0.09644001752255056	0.6846412251880478	0.6376287640857238	0.7478744185786171
AUS-3	0.08090305717557554	0.17777239446564327	0.16746130016097005	0.008760478840690603	0.7433013153458493	0.12251560863041769	0.7732578471519304	0.18787890649666888	0.714440074196156	0.0848835487417267	0.20091825682608697	0.30017463349676526	0.07905664676359336	0.33846032267129794	0.17117886288445497	0.3527807125445493	0.22125055900075222	0.7604552066373285	0.3998080471735703	0.1489628528074855	0.1747261865679551	0.7640545990944465	1.0	0.007278549844033712	0.6647265816997833	0.42470135234791395	0.4006197291906777	0.32083411959643376	0.44467618946681947	0.14950828244318504	0.05194026345322322	0.19250047175786025	0.3944575190817284	0.2650688323337483	0.12191700237485308	0.2246822973924623	0.11872086595171194	0.20626066071211618	0.6603003666601797	0.015676762961893412	0.14638858741109995	0.09080720262544789	0.6785720748150728	0.7452012716597789	0.7426236827246518
Desulfovibrio_vulgaris	0.03485888286719446	0.00721310562024105	0.007082007903553595	0.014990477662724358	0.009430841994203841	0.005928894237190183	0.009461977701917113	0.019124152542025694	0.008383425861919692	0.018628166180558153	0.008551667931668592	0.007082554144039793	0.017479695558327422	0.007863404919059451	0.017432445756271318	0.011527586100473837	0.00932760254231247	0.009641144581389968	0.011057546162100688	0.007211193778539358	0.0183525878552714	0.009054209178970506	0.005938453445698643	1.0	0.006931791769849219	0.007214471221456545	0.01249470488128692	0.008609842543448652	0.0048672758522648905	0.005199116947630013	0.02710390668464526	0.008149634933827062	0.010610721444390942	0.00881249776382801	0.01200117660200727	0.007422042606211683	0.008810585922126317	0.006900656062135948	0.007159847172836771	0.02963545821792865	0.016901226883444025	0.03166119106099294	0.009251948234974085	0.006967297401452071	0.008770437246390783
LOE-1_4_5	0.07799607060207983	0.17529378349424124	0.15685026731851634	0.007376834598018272	0.75080856385081	0.12198099096568893	0.7481998731714384	0.1791399422281923	0.7056376439370737	0.08044018914993092	0.20148839289912554	0.28059897901737096	0.07461281070138227	0.32973011441257916	0.17053961867556924	0.34321645111318116	0.218138136382641	0.7472457995981644	0.39625474495132096	0.13615389209913978	0.17186382069135545	0.7319355080576803	0.5311590961368122	0.005615468001204744	1.0	0.40299394196640187	0.4020649672317188	0.31468097787616806	0.4267053548848694	0.13357919604925217	0.05048742579957275	0.1807891583183905	0.3935698046357237	0.2574607091978665	0.11852942409920586	0.22473913093206285	0.11232047976271113	0.1957960398480599	0.6560083442518576	0.012542112038673815	0.1454827173845358	0.08407697909107892	0.6578386532280919	0.6393875120887444	0.7327647228516347
SY2	0.08593528928858378	0.16850040072998043	0.13727218394467652	0.007636472347383566	0.34927445270824287	0.1128587494876925	0.3584186887775375	0.17828150900250078	0.31456291960200233	0.08578893355874447	0.1905161986571737	0.269748345568356	0.07602031297648343	0.3063842317435588	0.17154814641467173	0.351112890468221	0.19763318308976927	0.37202977165259343	0.4015429290576814	0.1297483505634321	0.1746673216876464	0.3497260075880201	0.2310182737366641	0.006142944592368073	0.27609558877336665	1.0	0.39897221314089637	0.29668654124197075	0.26664915059979627	0.12683047685743778	0.05278147066529169	0.15664758464343773	0.3993518389247799	0.2405311464224141	0.11602637699887336	0.22197368943563883	0.11906338326994166	0.1821734225487226	0.28489666311433504	0.015262455034949298	0.15555616051477256	0.08723026276847598	0.3341963159815212	0.2967072708078012	0.33727003606195194
MCF	0.09530721861935246	0.17992284422937013	0.16081116651309954	0.009670846852462818	0.3741829947224853	0.12552125130840003	0.3797665725984282	0.19877103448017325	0.33040498076996716	0.0925081998423895	0.23333368143669217	0.24812780641597335	0.0815183090317023	0.47676102142094184	0.1819434503415831	0.484494539195501	0.2340349758188663	0.39795042097745814	0.7937326935729141	0.1606759417467773	0.18580445213485094	0.3714198573686653	0.2443091125693964	0.0076186436661388884	0.3002568199472864	0.4279952218797421	1.0	0.5892918586925291	0.2813341891320525	0.17339617402276006	0.06044439945877961	0.17662603764925267	0.525359731349894	0.33170019303670106	0.12652352121007154	0.28673996652316774	0.1273554882377214	0.22952650177813874	0.30746095284458014	0.017300201391181685	0.16923446448180932	0.09764888313715031	0.35641392488411505	0.31135167730925745	0.3610198678653204
AX-5	0.074821406916551	0.1509515012288509	0.1600057766382333	0.008712569896401939	0.3315109039307708	0.1185533993122223	0.33653705268867523	0.17046317537805283	0.3039761211242138	0.073698697810007	0.2133323547771299	0.23315627253211152	0.06363982397562659	0.44235238598044624	0.15288362362518773	0.4169614830282316	0.22780972553339862	0.3488466057910009	0.6836372513198014	0.1574015544838787	0.1562362308329907	0.3325988900752568	0.22577080372345895	0.008092817634214112	0.27836083418233604	0.37835139058886724	0.6793818470984888	1.0	0.24916171667167783	0.16472020789584374	0.04809472213607245	0.17247447664999174	0.473869524261223	0.32812620428833844	0.10420913324384279	0.26017889164831215	0.10490543385420407	0.2205926104801791	0.28195360854437396	0.014679658315531238	0.13974834796301164	0.07725622310450111	0.30848142545124724	0.2858204838644763	0.3242772165547509
TB	0.09666434900429659	0.2141911474599118	0.15704526727918064	0.010577532007382413	0.6245448971508255	0.13465850911523433	0.6312955732648732	0.21465041667538698	0.5654619473169764	0.10378864159405563	0.23788943897843023	0.28451010896113693	0.09564465507525427	0.3718576877790981	0.20406009489238372	0.3993851606047006	0.23212590100093558	0.6629832112878684	0.4591277528054179	0.1485819239388168	0.20813577005688738	0.6214920164670299	0.4257871331756703	0.007217309139728686	0.5110972619803379	0.4584956278345825	0.46042804666020204	0.3464556431203022	1.0	0.15855833649202034	0.06476354805428756	0.18539361115826533	0.446664697816359	0.27840822328312764	0.13959923819445574	0.26149742692968647	0.1450426442124715	0.21729751265994002	0.5203206280477454	0.014297031299293926	0.17865921294046244	0.10628458568490799	0.5898605759429747	0.5367031679111506	0.6051257544998694
US1	0.14666079034937307	0.2331734944423658	0.2291075113566718	0.013278334676163652	0.46163139728572294	0.17995762624326575	0.47220494268677776	0.250642530917616	0.4287944138258728	0.1418220103279337	0.3152521804733343	0.3579495937460069	0.11973608602071555	0.5560143877956235	0.24712668743271501	0.8662709334239266	0.32968205909830667	0.4775272946521687	0.6351533848888359	0.2507817873951464	0.25065171266338726	0.46071245756311874	0.3427652816768316	0.01400522288305287	0.3961012777164386	0.5108057670545189	0.6458294597843361	0.5408316060174101	0.3638718197684517	1.0	0.08952814243336157	0.23708568328639165	0.6207189153909779	0.47278645325228913	0.18058428039215235	0.41972284900389534	0.1715670408993214	0.325588530775299	0.40558143022523585	0.020770639225489138	0.2230039458552452	0.1517490077975976	0.42616996482626224	0.4066748231174934	0.45700762314442656
Desulfobulbus_oralis	0.23000183461966964	0.07271978221010035	0.03363661626929189	0.012529118730169257	0.06438974386330533	0.03297016994921816	0.06687819459007063	0.1095599543976266	0.05873990824018163	0.16491933260212865	0.05114660124992025	0.0458478303730117	0.15552060126505857	0.05861519735497584	0.09692054222562795	0.07262174359514088	0.04526248217193018	0.07007706483920766	0.08311728193707002	0.023958186530719787	0.09869244601658654	0.06545555336490513	0.041324357513668634	0.033168409795643554	0.04783419363419414	0.07856533462705859	0.0815097370006023	0.057397283825755104	0.052219259037123836	0.028967166795762857	1.0	0.03643900682557813	0.0774631210809334	0.04569824939798163	0.06549844525894989	0.05339968721356595	0.0735412160464703	0.04232889288091877	0.048787186641373666	0.034669265651125984	0.10387948170732807	0.20226087138306895	0.06556873029540981	0.05398936064766039	0.05998809840049279
EH-2	0.0736555016255323	0.1301567007417922	0.15804974758459636	0.009200140803150328	0.29140278000366315	0.11225151964375658	0.2964328437657402	0.16291453935619762	0.2652915941663996	0.0719294467466459	0.1757188258390952	0.2199619945968222	0.06466642245524062	0.2651173788863959	0.1455101824717249	0.27566545228719264	0.20795222995558404	0.3042567911763359	0.3201046579513714	0.13949564139841567	0.14732674344063373	0.29038038314483267	0.20731797186226475	0.00878910721644764	0.2480725422409451	0.3145086628279683	0.31863116156875315	0.2649624811117725	0.20962999107101973	0.11472451806401392	0.04918344189294382	1.0	0.30543873632034435	0.22173491231283485	0.10283530896561198	0.17346654780438664	0.0997248328678053	0.1760948017308485	0.2500007154631622	0.014343963208022345	0.1378965812308256	0.07733691732680067	0.2693776042859105	0.26091152868721096	0.2844881862722652
