	Desulfobulbus_elongatus	KV	AUS-1_2	Desulfomonile_tiedjei	AW-3_4	AR-3	AX-1_4	BRK-cMAG	AW-2	Desulfobulbus_alkaliphilus	AR-4	MAN-1_4	Desulfobulbus_oligotrophicus	GM-3_4	GS	US4	LOE-2	AU-1_5	MAR-mqMAG	AUS-4	ENR-cMAG	AW-1	AUS-3	Desulfovibrio_vulgaris	LOE-1_4_5	SY2	MCF	AX-5	TB	US1	Desulfobulbus_oralis	EH-2	MAR-scMAG	AR-5	F5	A5	UQ	ATG-1	AX-2	Desulfococcus_multivorans	SY1	Desulfobulbus_propionicus	MAR-hqMAG	AS-4_5	AW-5
AR-4	0.7169289244186048	0.7195121601208461	0.7589775944333995	0.7027616666666668	0.7498892154915591	0.7618788757396451	0.7505885891325071	0.7264354133333333	0.7500504282655246	0.7152229117647061	1.0	0.7564609452054795	0.7103879872204474	0.7580308653846154	0.7254227668539325	0.758053266291231	0.7678498003072197	0.748780393258427	0.7565448195488722	0.7520755319148937	0.7252962362637362	0.750059217221135	0.7518710689170182	0.7071383870967743	0.7517241004672899	0.7508647272727272	0.7560530699088146	0.7587898586239398	0.7488596504369538	0.7622531875	0.7105307239819004	0.7647167741935483	0.7564809382329944	0.7653450607734807	0.7242454491017963	0.7650827402597403	0.722022077669903	0.7649520970042795	0.7513037169159954	0.6984166153846155	0.7214074804381848	0.7160005882352941	0.7490165286624205	0.7498861079865017	0.7493122042467139
MAN-1_4	0.7133991749174919	0.727069673735726	0.7823427073552427	0.6970345945945947	0.789657659883721	0.7513710173160173	0.7897075372604684	0.730795548780488	0.7890020351951033	0.7140685669781932	0.7568682426778242	1.0	0.7118196515679444	0.7832700909842845	0.7235595404120444	0.7874457222665602	0.7903201079136689	0.7884810613370091	0.7838419929078013	0.7867742807017546	0.7236451863354038	0.7891547711015737	0.789627884231537	0.7062036	0.7871800083542189	0.8368283545069569	0.7846292340425532	0.787426106804479	0.7894287843137255	0.7937195840867993	0.709319689119171	0.793392811634349	0.7842109436722752	0.7874980673181325	0.722192556561086	0.7908343493975903	0.7216800921658986	0.7862959895833335	0.7902795623451693	0.7036522222222223	0.7222666361974406	0.7135865088757397	0.7898118660287082	0.7875832058584215	0.7886883697234354
Desulfobulbus_oligotrophicus	0.7411354896551725	0.6997984444444444	0.7170016279069767	0.7034406818181819	0.7082861	0.7173180714285714	0.7082938853503186	0.707780843373494	0.7095756985294116	0.7250251518324607	0.7116570422535212	0.7138621463414634	1.0	0.71225736	0.7073501666666665	0.7119178571428572	0.7194094011976047	0.7083178571428571	0.7088717014925373	0.726403125	0.7069192459016393	0.7084470297029704	0.7103886320754716	0.7014504761904762	0.7102659913793103	0.7042139644970414	0.7090476347305389	0.7108306722689076	0.7052598214285715	0.7146406153846155	0.7147646186440677	0.7193637419354839	0.7090954088050313	0.7168297604790419	0.7058161751152074	0.7116308173076924	0.700153701923077	0.7154678658536585	0.7104661445783133	0.7162043965517242	0.7028153846153846	0.7366625317348379	0.7103035494880546	0.7099782625482627	0.7096567474048442
GM-3_4	0.7167234159779613	0.7244899444444444	0.7881884210526316	0.6925759459459458	0.7815300986193293	0.7604874131944445	0.798060586102719	0.7309070625798212	0.782262558802566	0.7176575774647889	0.7591337162162163	0.7845592659675882	0.7116871559633028	1.0	0.7263556022408963	0.8492529003359462	0.8267668602362206	0.8002313885714285	0.8638273579545453	0.7847032067510549	0.7265996067415731	0.7823702775941836	0.78426509596929	0.6990097142857143	0.7840064402810305	0.7816697998787144	0.8650091742361685	0.8635049847405901	0.7807580221653879	0.8562552602739726	0.7075797570850203	0.797565199501247	0.8473945663890249	0.8458018063186813	0.7264219057377048	0.8524343891797557	0.7211467716535434	0.8003903524672709	0.7829042987111449	0.6932850704225351	0.7231047754491019	0.718720181818182	0.7833623500697351	0.7837369431988042	0.7811921452365089
GS	0.7264334624697336	0.7479332693911593	0.7322374919614149	0.6906359523809524	0.7187045092024541	0.7198683004926107	0.7184424631268438	0.7654461708860759	0.7174624000000001	0.7057851570680629	0.7201628514056225	0.7203927927927929	0.701692899408284	0.7233890782608697	1.0	0.7234841716867471	0.731680661577608	0.7184394583333333	0.7236652544704265	0.7191251836734692	0.9999222428518384	0.7192034135338347	0.7177178604651163	0.693938484848485	0.717507896825397	0.7183783180026281	0.722448789893617	0.7234290959409594	0.7170960784313725	0.7249408764940241	0.712336848874598	0.7301749843260188	0.7223325070422534	0.7228089249999999	0.9288279607843137	0.7273995720720722	0.7818760881294964	0.7220899162011173	0.7183511764705882	0.6955505000000001	0.7955101203912716	0.7178185135135136	0.7202290297339593	0.7176723345588235	0.718221204437401
US4	0.713505822454308	0.7226464583333333	0.786990653907496	0.6923869444444445	0.7782518428781203	0.7478260037878789	0.7776795911047346	0.7294375776397516	0.7778579092382496	0.7139206043956045	0.7553502789256197	0.7860781912681912	0.7086112765957447	0.8503182566429034	0.7239383424657534	1.0	0.833806323024055	0.7785649687716863	0.8602417432150312	0.7819639655172413	0.7237573207036536	0.7772471618625276	0.777680269687163	0.6936517499999999	0.7767674931631723	0.7864405273311899	0.8612859205776172	0.8611262450066579	0.7816845593869732	0.9972550153531218	0.7047482608695653	0.7918485163204747	0.8550978217821782	0.8740005783866058	0.7235387575150299	0.8827941981528129	0.7215615079365079	0.7975534394904458	0.7787927174887892	0.6914877272727271	0.7248508862629247	0.7151140954773869	0.7792859415833974	0.7774538687392055	0.7781701274362819
LOE-2	0.7299898153846154	0.7326548192771084	0.8094250280898878	0.7010041463414635	0.7840051385390429	0.752546888888889	0.7848572957034542	0.7467070359712231	0.7831257448706513	0.7275912837837837	0.7634875102599179	0.7887826797385621	0.7192427734375	0.8275285125303152	0.7365320198675497	0.836502389937107	1.0	0.7852963170731707	0.8347484848484849	0.7931322279792746	0.7362781832797427	0.7845342504258943	0.7854555131264915	0.7027553333333333	0.784043042616452	0.792270205323194	0.8347383744855968	0.8350053006329116	0.7853932606324974	0.8402433094812165	0.7225488372093023	0.8132040890125174	0.8286401122807017	0.8344872727272725	0.736697811764706	0.8546216079812208	0.7345256798245616	0.8014309413369715	0.7824006403013184	0.6992276712328768	0.7374163620689654	0.7286707100591715	0.7858129438405798	0.7830760076045629	0.7830453892733564
AU-1_5	0.7113462716763006	0.7229416440217392	0.7771996445880451	0.6943922580645162	0.9735828920259444	0.7456731887201735	0.9737304420098225	0.7269084463625154	0.9742972780569514	0.7117393239436619	0.7427006598984771	0.7889886217008797	0.7075962463343108	0.7805858061953932	0.7204522833562585	0.7763528072727273	0.78186335839599	1.0	0.7783883589743589	0.771456594488189	0.7206254200542004	0.9736646802773499	0.9714272151195108	0.7077152	0.9750972339449541	0.7860973836477987	0.7785020734063105	0.7797117573221758	0.8904966708385483	0.7804120793950852	0.704846563876652	0.7922484537572254	0.7739487046632124	0.778686339869281	0.7206192276422765	0.7826876852907638	0.7152727253668764	0.7812857298772169	0.9738474762979685	0.69915609375	0.7174357299843014	0.7122697150259067	0.9769855363036304	0.9686742550274222	0.9728288490050722
MAR-mqMAG	0.7137219174757281	0.7204703363518759	0.7852318075801749	0.6936907843137254	0.7760183289299869	0.749011780104712	0.7769010447761194	0.7287957529411766	0.7753475239498895	0.7129551889168765	0.7511786313686314	0.7827059306930693	0.7103446397694525	0.8610230116220313	0.7237184685863874	0.8593153407880724	0.8314707244897959	0.7767832842234501	1.0	0.7786670185449357	0.7235998847631242	0.7765442460317459	0.7761407752698724	0.7037083333333334	0.77573231078905	0.7829668339100347	0.983227334221926	0.9700572879177378	0.7794690447504303	0.8649822816901409	0.7087849615384616	0.7928181184210525	0.8642260904007455	0.853274783882784	0.7229868431001889	0.8617359982788295	0.7194575381679388	0.7940949848942599	0.7761182001614206	0.6965810526315791	0.7211565988372094	0.7149356744186046	0.7780707182705718	0.7775276625386996	0.7764797748976808
AUS-4	0.7253707834101383	0.7300093706293705	0.8344479679144385	0.6976046428571427	0.7743973467112599	0.7559421169916435	0.7733275222222222	0.7384408559498955	0.7740796130592504	0.7196191441441441	0.7536095101351351	0.7850189313984168	0.7185845771144278	0.7851070724637683	0.732461121495327	0.7863099999999998	0.7970011470985157	0.7747836267232238	0.784000855704698	1.0	0.7327903908045977	0.7730010461192351	0.774643909883721	0.7069103846153847	0.7742028459530026	0.7845083496877787	0.7838696205733559	0.7858002808988765	0.7716310319767443	0.79266518	0.7176482165605096	0.7994010126582279	0.7861022406277245	0.7878059706546275	0.733242310231023	0.7964658204768584	0.7314451249999999	0.7865418023255815	0.7735836862244898	0.7033554545454546	0.7359559335038364	0.7250815546218488	0.7751749093107617	0.7733470653514181	0.77296748004561
ENR-cMAG	0.7257834052757793	0.7501083541147132	0.7369180471380472	0.7067583720930233	0.7202786555891239	0.7216059905660377	0.7192872857142858	0.7659512987012986	0.7200098623063684	0.7082261439588688	0.7200470955165692	0.7215275675675676	0.7018640773809522	0.7240948741007195	0.9992540044910182	0.723545990990991	0.7334174430379747	0.7201072500000001	0.7240020599739243	0.7281109649122807	1.0	0.7195225964391692	0.7191556839622643	0.7015731884057972	0.7190148717948719	0.7183832460732984	0.7229175294117648	0.7239464027538726	0.7186229821073561	0.7258942570281124	0.7129802341137125	0.7337904953560371	0.7223497557666214	0.7238105432098765	0.9267527177177177	0.7276506981981982	0.7820318101933217	0.7254710621761659	0.7198199811676083	0.6995783908045978	0.7968459275683665	0.7179781422018349	0.7212629783950618	0.7196852631578946	0.7193675118858954
AW-1	0.7097699125364432	0.7241048956884564	0.7741630016863406	0.6969826470588235	0.977092789017341	0.7470167728237793	0.9987823703703704	0.726059191919192	0.9761835442043223	0.7127468299711817	0.7453059108280254	0.7902377830188679	0.7079355389221557	0.7779194427001571	0.7192457824933686	0.7784076374018558	0.7824509512485136	0.9737413821428574	0.777823399615138	0.7714903006012024	0.7194381340341656	1.0	0.972738784	0.7014627586206896	0.97981660730187	0.7871418477593616	0.778752480964467	0.7803108502024293	0.8918404102878138	0.7841790038314176	0.7054107272727274	0.7984707575757576	0.77605180243746	0.7808601827411168	0.7193530664062499	0.7853579124579124	0.7162865553235909	0.7820679896907217	0.9762137672413792	0.6975991379310346	0.7179924299065421	0.7125157559681696	0.9782061981093301	0.9705197300827165	0.9770117717717718
AUS-3	0.7133660288808664	0.7252705672609401	0.7770161576354679	0.696372142857143	0.9727239891167853	0.7505992239467848	0.9728246937953263	0.726943923076923	0.9722088917748917	0.7160022711864408	0.7489864005602241	0.7932549089165869	0.7119460147601477	0.782403959390863	0.7217587223168652	0.7819870149253733	0.7868601282051283	0.9712508255006129	0.7819441128433556	0.7741029182156135	0.7220458735440931	0.9728988336052203	1.0	0.709672962962963	0.9738567053903345	0.7887960935350756	0.7826517954378218	0.7844808370837083	0.8953744175084176	0.786171603053435	0.708624426229508	0.7891481661891118	0.7786920044709389	0.7836504320337199	0.7209675409836065	0.7875438392857143	0.7210528780487805	0.7846091767881241	0.9726359458197105	0.7041516949152541	0.722712133072407	0.714787652733119	0.9754228466819221	0.9805711708333334	0.9719215778430551
Desulfovibrio_vulgaris	0.7186550349650349	0.688579677419355	0.7502757142857143	0.7126003174603175	0.7366471052631579	0.7683083333333334	0.7316392307692309	0.715106875	0.7395226470588238	0.7161766233766232	0.740228	0.7505586206896553	0.71335338028169	0.7269912121212121	0.7134762499999999	0.7098055102040816	0.7343410256410257	0.7332815384615385	0.72568	0.7498265517241379	0.711687894736842	0.7339070270270271	0.748108	1.0	0.7497157142857144	0.6860448387096773	0.7207090384615384	0.7417659999999999	0.7165079999999999	0.741024761904762	0.7161011607142856	0.7454460606060606	0.7300920454545455	0.7418138888888888	0.7153028	0.7246509677419356	0.6832505263157898	0.7506764285714285	0.7504948275862069	0.7120399999999999	0.6932716438356163	0.7138270229007635	0.7360126315789475	0.7568582142857143	0.7397911428571429
LOE-1_4_5	0.708663918918919	0.7230504296296296	0.7763032371794871	0.6996316666666667	0.9771150627137971	0.7511605133470225	0.978700781547846	0.7246810632183909	0.9774116926147705	0.7128925477707008	0.7485686171574905	0.7895077642656689	0.7083609342560554	0.7792400556881464	0.7190828680981595	0.7785230340557275	0.7817330558858503	0.9744261605783866	0.7784404768392371	0.7715017712177122	0.7192701215805472	0.9791872302298402	0.9729494225721784	0.7135308695652173	1.0	0.7862249030100334	0.7781083970489604	0.7808862984822933	0.8920615734720417	0.7857204101562499	0.7030057360406091	0.79710547116737	0.7761416439290586	0.783223524672709	0.7197317943107221	0.7832932818073721	0.7163676712328768	0.7854896088657105	0.9767365651801029	0.6971516	0.7162087813620072	0.7129176687116564	0.9789145261791433	0.9690059064843405	0.9773792552366175
SY2	0.7068527061855671	0.7232923138297872	0.7830340746753247	0.682591388888889	0.7861005662891405	0.7438628378378378	0.7860271632124353	0.726143266078184	0.7858698169838946	0.7089783550913837	0.745926080283353	0.8349380102040815	0.7047492352941176	0.7783436096458178	0.7183578552631579	0.7844170913942629	0.7881662613636362	0.7870517053291536	0.7831363381924199	0.7768026315789475	0.7184743410852713	0.7853881075697211	0.7858434084231145	0.6818820689655174	0.7837299916943522	1.0	0.7829969847775177	0.7819214450422751	0.7879212380122057	0.78564313059034	0.7013830672268908	0.7848078611898016	0.7829592538190363	0.7820371508903468	0.7164299226305609	0.7881265067778936	0.7156478317757009	0.7800674599260173	0.7858972441579372	0.6851900000000001	0.7182474314574315	0.7107105912596401	0.7881776713286713	0.7851869278510474	0.7856147760165404
MCF	0.7135594486215538	0.7208101728723405	0.7848005037037037	0.6994118604651164	0.7772278500331785	0.7467619999999999	0.7779488185378591	0.7281931046931408	0.7767501119402984	0.713554051948052	0.7542573770491803	0.7830220157325468	0.7089361290322581	0.8621924403183026	0.7240635138705416	0.8600993028206492	0.832745945663532	0.7778247150907952	0.9830840611353712	0.7786453343239227	0.7241061290322581	0.77815006	0.778265075075075	0.7185408823529413	0.7756037469186525	0.7821266043249563	1.0	0.9702472098116515	0.7812578993821712	0.8646263112391932	0.7074432812500001	0.7921996070460705	0.865067316953317	0.8554630000000001	0.7235123062381851	0.8622931028368794	0.7190530841121495	0.7947481540084388	0.7780661151079137	0.7000063999999999	0.7210083966244726	0.7155708823529412	0.7790938375350139	0.7767646956521739	0.7774645979381444
AX-5	0.7168308988764045	0.7258446840659342	0.7911029568527919	0.6879868181818182	0.7829906756756758	0.759226794657763	0.783729854614412	0.7322185836385837	0.7830583738707436	0.7160428450704225	0.7593784600389863	0.7891801229148376	0.7129141806020067	0.8628962749878109	0.7270803851444291	0.8596969590336134	0.8368664456721915	0.7835722127139364	0.9680483582585576	0.7831839498018494	0.7273460107816712	0.7826327016645327	0.7831738858195213	0.7042628571428573	0.7810262755488266	0.7851535474701535	0.9695750536552651	1.0	0.7837434230445753	0.8651369050715214	0.708795301724138	0.7973772705882353	0.8656689693593315	0.857063402462735	0.7280575	0.8634078195488722	0.725178540433925	0.7983866853932585	0.7826622155688623	0.7010851315789474	0.7260989895988113	0.7206170652173912	0.7836465751544269	0.7820738091715975	0.7825643684210526
TB	0.7082549	0.7207976595744681	0.7735952894211576	0.6926567647058823	0.8887152324929971	0.7433712354312354	0.8897308439755693	0.7261976335877863	0.8880756314826116	0.7083975548589341	0.7458985714285714	0.7914336946386946	0.7072794932432431	0.779755375	0.720768762057878	0.7816728885135135	0.7855869930069931	0.8876771102863202	0.7811352604166666	0.766618886554622	0.7206458201892744	0.8889573498034813	0.8912858146964857	0.7001808333333334	0.8912594687289845	0.79012431328879	0.7821813377679232	0.7826109065155806	1.0	0.7888519427402864	0.7018671219512196	0.7874796416382254	0.7804715629742033	0.7863526303592121	0.7196879906542057	0.7871085406091372	0.7152793959731544	0.7817124300441826	0.8892441501976284	0.7005758695652177	0.7181907039711192	0.7108477300613497	0.8892508617594256	0.8922005855855858	0.889595253164557
US1	0.717693870967742	0.7247144473007713	0.7956704010025064	0.7003100000000001	0.7875835677083335	0.7504681290322581	0.7870101920614597	0.7328600952380953	0.7870132451253481	0.7160049166666668	0.7630983895131085	0.7950835420098846	0.715264306930693	0.8595394335511983	0.7276069660194174	0.999088322246859	0.8414184335154827	0.7879941340075852	0.8674182146341464	0.7904907925407926	0.7276749403341289	0.7869144240837695	0.7875472508591065	0.711988076923077	0.7870905287009065	0.7932389798339264	0.8686015733590733	0.8683065285554311	0.79083641815235	1.0	0.7130468874172184	0.798838341346154	0.859588212512413	0.879473823899371	0.7251661056105612	0.8843960575539568	0.7243621993127147	0.8082951509769094	0.7884682085168869	0.6957144117647058	0.7277112105263158	0.7198975486381322	0.7898415841584159	0.7874772408759125	0.7866794480946123
Desulfobulbus_oralis	0.730963443328551	0.6996600884955753	0.7192714018691589	0.7072602564102566	0.7054740796019899	0.7125053333333332	0.7050341626794259	0.7187492352941177	0.706593945945946	0.7157205765407555	0.7061575625	0.7099302083333333	0.7128672093023256	0.7043676630434783	0.7133822073578594	0.7072185840707964	0.7158091608391609	0.7029610550458716	0.7043044015444017	0.7215330666666668	0.7131174098360655	0.704988292682927	0.7074648484848486	0.7078882857142856	0.703793	0.6989959919028341	0.7056955294117645	0.7037949723756906	0.6998841212121212	0.7105339560439561	1.0	0.7190891304347828	0.7042160580912864	0.7087078620689654	0.710990294117647	0.7097120359281438	0.7091979912663756	0.7086357777777776	0.7083377124183007	0.7049352727272726	0.7170347204968945	0.7269070962479609	0.7068873399014778	0.7048011176470589	0.7057538624338625
EH-2	0.7279650545454545	0.7310455780933064	0.8101806180665609	0.7000883333333333	0.7949492811646951	0.7518357339449542	0.7955553584229391	0.7468115000000001	0.7923820754716981	0.7245541328413284	0.7632317621776505	0.7899291060786651	0.7148232051282051	0.7930928500986193	0.7348507285974499	0.7947582198443578	0.8109424814814815	0.7945870218340612	0.7941368381112984	0.793075152057245	0.7348672202166066	0.7950679963570129	0.7880369346733669	0.7095805714285713	0.7904607278481013	0.7886803550295858	0.7929758509737511	0.7940443762376238	0.7815413092269328	0.7980378828828829	0.717618097826087	1.0	0.7934333684210526	0.794761487119438	0.7377347435897436	0.8072159016393442	0.7325696533333335	0.7923651819505095	0.7923665667011376	0.7066635087719298	0.7338545647969051	0.7288215410958904	0.7945480357142859	0.7871731658291458	0.7941228266913809
MAR-scMAG	0.7094355347593585	0.7206839972144846	0.7791520384047267	0.6962066666666666	0.7739501144492131	0.755683494623656	0.7741995198329853	0.72605828320802	0.7730865351223362	0.7121231092436975	0.7500928910463863	0.7819020220220219	0.7076915555555556	0.8453331249999998	0.7211611643835616	0.8564971129476584	0.8251821452145215	0.7751143093192333	0.8632437125178487	0.7775748644578313	0.7211181511470984	0.7738588610315185	0.7735829894736841	0.7053441666666668	0.7746085283993115	0.7813700901984365	0.8649617923115328	0.8624751155717761	0.7797337215650592	0.8581085454545455	0.7033008510638298	0.7917690629575402	1.0	0.865334294649062	0.7213848659793815	0.8558176239476147	0.7191409513742072	0.7948627972819934	0.7759085507246377	0.6933746268656718	0.7186697268588772	0.7131224102564103	0.7768531286549708	0.77503913153457	0.7743268876080691
